Artist,Album,Date,Score,Genre
twenty one pilots,Trench,8-Oct-18,8,"['fueled by ramen', 'pop', 'indie', 'hip hop', 'rap', 'alternative rock', 'reggae', '8/10']"
Marissa Nadler,For My Crimes,9-Oct-18,7,"['sacred bones', 'singer-songwriter', 'chamber folk', 'dream pop', 'gothic', 'country', '7/10']"
Behemoth,I Loved You at Your Darkest,10-Oct-18,7,"['metal blade', 'loud rock', 'metal', 'black metal', 'death metal', '7/10']"
Sheck Wes,Mudboy,11-Oct-18,6,"['cactus jack', 'rap', 'hip hop', 'trap', '6/10']"
Lil Baby & Gunna,Drip Harder,13-Oct-18,Not Good,"['drip harder', 'collaboration', 'ysl', 'quality control music', 'rap', 'hip hop', 'trap']"
Horrendous,Idol,14-Oct-18,9,"['loud rock', 'season of mist', 'death metal', 'technical death metal', 'progressive', '9/10']"
Clarence Clarity,Think: Peace,15-Oct-18,7,"['think peace', 'deluxe pain', 'pop', 'glitch pop', 'alternative r&b', '7/10']"
Quavo,Quavo Huncho,16-Oct-18,4,"['quality control music', 'rap', 'hip hop', 'trap', 'pop rap', '4/10', 'migos']"
City Morgue,Vol. 1: Hell or High Water,17-Oct-18,6,"['sosmula', 'hell or high water', 'republic', 'rap', 'hip hop', 'industrial hip hop', 'metal', 'trap', '6/10']"
Polyphia,New Levels New Devils,18-Oct-18,8,"['equal vision', 'rock', 'math rock', '8/10']"
High on Fire,Electric Messiah,19-Oct-18,6,"['loud rock', 'stoner metal', 'sludge metal', 'eone', '6/10']"
Open Mike Eagle,What Happens When I Try to Relax,23-Oct-18,7,"['ep', 'auto reverse', 'rap', 'hip hop', 'abstract hip hop', 'cloud rap', 'conscious', '7/10']"
Future & Juice WRLD,WRLD on Drugs,23-Oct-18,5,"['wrld on drugs', 'collaboration', 'epic', 'rap', 'hip hop', 'trap', '5/10']"
Little Big,"Antipositive, Pt. 2",24-Oct-18,6,"['warner', 'electronic', 'edm', 'house', 'funeral rave', 'eurodance', 'russia', '6/10']"
Lil Yachty,Nuthin' 2 Prove,26-Oct-18,2,"['quality control music', 'rap', 'hip hop', 'trap', 'pop rap', '2/10']"
Joji,BALLADS 1,29-Oct-18,5,"['88rising', 'pop', 'alternative r&b', 'pop rap', '5/10']"
Greta Van Fleet,Anthem of the Peaceful Army,29-Oct-18,Not Good,"['republic', 'rock', 'hard rock', 'led zeppelin']"
Kurt Vile,Bottle It In,30-Oct-18,6,"['matador', 'rock', 'folk', 'singer-songwriter', 'folk rock', '6/10']"
Current 93,The Light Is Leaving Us All,31-Oct-18,8,"['the spheres', 'self-released', 'other', 'neofolk', 'avant-folk', 'poetry', '8/10']"
Daughters,You Won't Get What You Want,1-Nov-18,10,"['ipecac', 'loud rock', 'noise rock', 'industrial', 'no wave', 'art punk', 'post-punk', '10/10']"
Julia Holter,Aviary,2-Nov-18,8,"['domino', 'pop', 'art pop', 'progressive pop', '8/10']"
Vince Staples,FM!,5-Nov-18,7,"['def jam', 'rap', 'hip hop', 'hardcore hip hop', 'west coast', 'trap', 'hyphy', '7/10']"
Rosalía,El mal querer,6-Nov-18,8,"['sony', 'pop', 'flamenco', 'art pop', 'alternative r&b', '8/10']"
Poppy,Am I a Girl?,7-Nov-18,7,"['mad decent', 'pop', 'synthpop', 'electropop', 'dance pop', 'sunshine pop', 'alternative metal', '7/10']"
"Curren$y, Freddie Gibbs & The Alchemist",Fetti,8-Nov-18,7,"['the alchemist', 'esgn', 'empire', 'rap', 'hip hop', 'collaboration', 'gangsta rap', 'jazz rap', '7/10']"
Takeoff,The Last Rocket,9-Nov-18,4,"['quality control music', 'rap', 'hip hop', 'trap', '4/10']"
Metro Boomin,Not All Heroes Wear Capes,12-Nov-18,6,"['republic', 'producer', 'rap', 'hip hop', 'trap', 'pop rap', '6/10']"
Sun Kil Moon,This Is My Dinner,13-Nov-18,6,"['this is my dinner', 'caldo verde', 'rock', 'experimental rock', 'slowcore', 'spoken word', '6/10']"
Sun Kil Moon,This Is My Dinner,13-Nov-18,6,"['this is my dinner', 'caldo verde', 'rock', 'experimental rock', 'slowcore', 'spoken word', '6/10']"
Imagine Dragons,Origins,14-Nov-18,Not Good,"['interscope', 'pop', 'pop rock', 'electropop']"
Imagine Dragons,Origins,14-Nov-18,Not Good,"['interscope', 'pop', 'pop rock', 'electropop']"
Jeffrey Lewis,Works by Tuli Kupferberg (1923-2010),15-Nov-18,7,"['don giovanni', 'other', 'cover', 'covers', 'anti-folk', 'fugs', 'punk', 'underground', '7/10']"
Jeffrey Lewis,Works by Tuli Kupferberg (1923-2010),15-Nov-18,7,"['don giovanni', 'other', 'cover', 'covers', 'anti-folk', 'fugs', 'punk', 'underground', '7/10']"
Lil Peep,"Come Over When You're Sober, Pt. 2",16-Nov-18,4,"['columbia', 'rap', 'hip hop', 'pop rap', 'emo', '4/10']"
Action Bronson,White Bronco,19-Nov-18,5,"['empire', 'rap', 'hip hop', 'east coast', '5/10']"
Anderson .Paak,Oxnard,20-Nov-18,8,"['aftermath', 'pop', 'neo-soul', 'funk', 'synth funk', 'rap', 'pop rap', 'west coast', '8/10']"
Jaden Smith,The Sunset Tapes: A Cool Tape Story,21-Nov-18,2,"['a cool tape story', 'roc nation', 'rap', 'hip hop', 'trap', 'pop rap', 'alternative r&b', '2/10']"
Jaden Smith,The Sunset Tapes: A Cool Tape Story,21-Nov-18,2,"['a cool tape story', 'roc nation', 'rap', 'hip hop', 'trap', 'pop rap', 'alternative r&b', '2/10']"
Trippie Redd,A Love Letter to You 3,23-Nov-18,7,"['tenthousand projects', 'rap', 'hip hop', 'trap', 'emo', 'alternative r&b', '7/10']"
Muse,Simulation Theory,24-Nov-18,5,"['warner bros', 'pop', 'synthwave', 'electropop', 'pop rock', '5/10']"
"Tyler, the Creator",Music Inspired by Illumination & Dr. Seuss' The Grinch,27-Nov-18,3,"['columbia', 'rap', 'hip hop', 'neo-soul', 'christmas', 'pop rap', 'holiday', '3/10']"
"Tyler, the Creator",Music Inspired by Illumination & Dr. Seuss' The Grinch,27-Nov-18,3,"['columbia', 'rap', 'hip hop', 'neo-soul', 'christmas', 'pop rap', 'holiday', '3/10']"
"Tyler, the Creator",Music Inspired by Illumination & Dr. Seuss' The Grinch,27-Nov-18,3,"['columbia', 'rap', 'hip hop', 'neo-soul', 'christmas', 'pop rap', 'holiday', '3/10']"
6ix9ine,Dummy Boy,28-Nov-18,4,"['dummy boy', 'scum gang', 'rap', 'hip hop', 'trap', 'east coast', 'latin pop', 'reggaeton', '4/10']"
Onyx Collective,Lower East Suite Part Three,29-Nov-18,7,"['big dada', 'other', 'jazz', 'avant-garde jazz', 'new york', '7/10']"
J.I.D,DiCaprio 2,30-Nov-18,8,"['dreamville', 'rap', 'hip hop', 'trap', 'southern hip hop', 'conscious hip hop', 'hardcore hip hop', '8/10']"
Kai Whiston,Kai Whiston Bitch,3-Dec-18,7,"['iglooghost', 'gloo', 'electronic', 'deconstructed club', 'post-industrial', 'wonky', 'trap', 'uk bass', '7/10']"
Earl Sweatshirt,Some Rap Songs,4-Dec-18,8,"['tan cressida', 'rap', 'hip hop', 'experimental hip hop', 'jazz rap', 'glitch hop', 'abstract hip hop', '8/10']"
The 1975,A Brief Inquiry Into Online Relationships,5-Dec-18,6,"['dirty hit', 'pop', 'art pop', 'synthpop', 'pop rock', '6/10']"
Ski Mask the Slump God,Stokeley,6-Dec-18,6,"['republic', 'rap', 'hip hop', 'trap', '6/10']"
XXXTentacion,Skins,8-Dec-18,2,"['bad vibes', 'rap', 'hip hop', 'emo', 'alternative r&b', 'rap rock', 'nu metal', '2/10']"
Black Thought & Salaam Remi,"Streams of Thought, Vol. 2",11-Dec-18,7,"['streams of thought', 'ep', 'human re sources', 'rap', 'hip hop', 'east coast', 'boom bap', '7/10']"
Black Thought & Salaam Remi,"Streams of Thought, Vol. 2",11-Dec-18,7,"['streams of thought', 'ep', 'human re sources', 'rap', 'hip hop', 'east coast', 'boom bap', '7/10']"
Soap&Skin,From Gas to Solid / You Are My Friend,12-Dec-18,4,"['you are my friend', 'play it again sam', 'pop', 'art pop', 'neoclassical darkwave', 'chamber pop', '4/10']"
Meek Mill,Championships,13-Dec-18,5,"['mmg', 'rap', 'hip hop', 'east coast', 'pop rap', 'trap', '5/10']"
The Postal Service,Give Up,31-Dec-18,,"['classic', '2003', 'sub pop', 'pop', 'indie', 'indietronic', 'indietronica', 'synthpop']"
Sleater-Kinney,The Woods,1-Jan-19,,"['2005', 'sub pop', 'rock', 'indie', 'noise rock', 'garage rock', 'classic']"
Cannibal Ox,The Cold Vein,2-Jan-19,,"['2001', 'definitive jux', 'rap', 'hip hop', 'abstract hip hop', 'east coast', 'el-p', 'classic']"
Burial,Untrue,3-Jan-19,,"['2007', 'hyperdub', 'electronic', 'dubstep', '2-step', 'future garage', 'uk', 'house', 'techno', 'ambient', 'classic']"
System of a Down,Toxicity,4-Jan-19,,"['2001', 'american recordings', 'loud rock', 'metal', 'alternative metal', 'nu metal', 'classic']"
21 Savage,I Am > I Was,9-Jan-19,7,"['epic', 'rap', 'hip hop', 'trap', 'pop rap', '7/10']"
Premiere: The Telescopes,"""Until the End""",10-Jan-19,,"['exploding head syndrome', 'tapete', 'premiere', 'new music', 'track', 'single', 'video', 'neo-psychedelia', 'shoegaze', 'dream pop', 'rock']"
Bad Bunny,X 100PRE,14-Jan-19,5,"['rimas', 'rap', 'hip hop', 'trap', 'latin', 'reggaeton', '5/10']"
Marquis Hill,"Modern Flows, Vol. 2",15-Jan-19,8,"['black unlimited music group', 'jazz', 'post-bop', 'jazz rap', '8/10']"
Big K.R.I.T.,TDT,16-Jan-19,6,"['compilation', 'thrice x', 'double down', 'trifecta', 'ep', 'rap', 'hip hop', 'multi alumni', 'trap', 'dirty south', '6/10']"
Future,The WIZRD,21-Jan-19,7,"['epic', 'rap', 'hip hop', 'trap', '7/10']"
James Blake,Assume Form,22-Jan-19,7,"['republic', 'pop', 'art pop', 'alternative r&b', 'trap', 'rap', 'uk bass', '7/10']"
Sharon Van Etten,Remind Me Tomorrow,23-Jan-19,7,"['jagjaguwar', 'rock', 'indie', 'synthpop', 'singer-songwriter', '7/10']"
Toro y Moi,Outer Peace,24-Jan-19,6,"['carpark', 'pop', 'synth funk', 'alternative r&b', '6/10']"
Malibu Ken,Malibu Ken,25-Jan-19,8,"['aesop rock', 'tobacco', 'collab', 'collaboration', 'rhymesayers', 'rap', 'hip hop', 'abstract hip hop', 'neo-psychedelia', '8/10']"
Weezer,Weezer (The Teal Album),28-Jan-19,6,"['teal crush', 'pop', 'pop rock', 'power pop', 'synthpop', 'cover', 'covers', '6/10']"
Deerhunter,Why Hasn't Everything Already Disappeared?,29-Jan-19,5,"['4ad', 'rock', 'indie', 'neo-psychedelia', 'psych pop', '5/10']"
Deerhunter,Why Hasn't Everything Already Disappeared?,29-Jan-19,5,"['4ad', 'rock', 'indie', 'neo-psychedelia', 'psych pop', '5/10']"
Bring Me the Horizon,amo,30-Jan-19,6,"['rca', 'rock', 'pop rock', 'electropop', 'alternative rock', 'pop', '6/10']"
Boogie,Everything's for Sale,31-Jan-19,6,"['shady records', 'rap', 'hip hop', 'west coast', '6/10']"
Various Artists,NOW That's What I Call Music! 69,4-Feb-19,,"['69', 'compilation', 'umg', 'pop', 'shitpost', 'meme']"
Beirut,Gallipoli,5-Feb-19,4,"['4ad', 'indie', 'pop', '4/10']"
Maggie Rogers,Heard It in a Past Life,6-Feb-19,3,"['capitol', 'pop', 'synthpop', '3/10']"
Comethazine,Bawskee 2,8-Feb-19,4,"['mixtape', 'alamo', 'rap', 'hip hop', 'trap', '4/10']"
Ariana Grande,"thank u, next",12-Feb-19,8,"['republic', 'pop', 'contemporary r&b', 'trap', 'electropop', '8/10']"
Panda Bear,Buoys,13-Feb-19,6,"['domino', 'other', 'neo-psychedelia', 'singer-songwriter', 'folktronica', '6/10']"
LCD Soundsystem,Electric Lady Sessions,14-Feb-19,6,"['live', 'dfa', 'electronic', 'new wave', 'dance-punk', 'indietronica', 'synthpop', '6/10']"
Xiu Xiu,Girl with Basket of Fruit,15-Feb-19,9,"['polyvinyl', 'other', 'experimental', 'avant-garde', 'post-industrial', 'ritual ambient', 'art pop', '9/10']"
Drake,So Far Gone,19-Feb-19,5,"['reissue', '2009', 'ovo', 'young money', 'rap', 'hip hop', 'pop rap', 'contemporary r&b', '5/10']"
Jessica Pratt,Quiet Signs,20-Feb-19,6,"['mexican summer', 'other', 'singer-songwriter', 'folk', '6/10']"
Czarface & Ghostface Killah,Czarface Meets Ghostface,21-Feb-19,5,"['czarface meets ghostface', 'collaboration', 'collab', 'rap', 'hip hop', 'silver age', 'boom bap', 'east coast', '5/10']"
Lil Pump,Harverd Dropout,25-Feb-19,4,"['warner bros', 'rap', 'hip hop', 'trap', 'pop rap', '4/10']"
Gunna,Drip or Drown 2,26-Feb-19,2,"['ysl', 'young stoner life', 'rap', 'hip hop', 'trap', '2/10']"
SeeYouSpaceCowboy,Songs for the Firing Squad,27-Feb-19,7,"['pure noise', 'loud rock', 'mathcore', 'grindcore', '7/10']"
Offset,Father of 4,28-Feb-19,6,"['quality control music', 'rap', 'hip hop', 'trap', '6/10']"
Kankyō Ongaku,"Japanese Ambient, Environmental & New Age Music 1980-1990",1-Mar-19,8,"['compilation', 'light in the attic', 'electronic', 'ambient', 'new age', '8/10']"
Kankyō Ongaku,"Japanese Ambient, Environmental & New Age Music 1980-1990",1-Mar-19,8,"['compilation', 'light in the attic', 'electronic', 'ambient', 'new age', '8/10']"
Solange,When I Get Home,4-Mar-19,6,"['columbia', 'pop', 'alternative r&b', 'ambient pop', 'neo-soul', '6/10']"
Blu & Oh No,A Long Red Hot Los Angeles Summer Night,5-Mar-19,8,"['a long red hot los angeles summer night', 'collab', 'collaboration', 'nature sounds', 'rap', 'hip hop', 'west coast', '8/10']"
2 Chainz,Rap or Go to the League,6-Mar-19,6,"['def jam', 'rap', 'hip hop', 'trap', 'conscious', '6/10']"
Weezer,Weezer (Black Album),8-Mar-19,4,"['crush', 'pop', 'pop rock', 'electropop', '4/10']"
Juice WRLD,Death Race for Love,11-Mar-19,6,"['interscope', 'rap', 'hip hop', 'trap', 'emo', 'pop rap', '6/10']"
Spellling,Mazy Fly,12-Mar-19,7,"['sacred bones', 'other', 'ethereal wave', 'darkwave', 'minimal synth', 'art pop', 'hypnagogic pop', 'psychedelic soul', '7/10']"
Foals,Everything Not Saved Will Be Lost Part 1,13-Mar-19,6,"['warner bros', 'rock', 'dance-punk', 'indie', 'new wave', '6/10']"
Little Simz,GREY Area,14-Mar-19,9,"['age 101', 'rap', 'hip hop', 'uk', 'conscious', 'jazz rap', '9/10']"
Sun Kil Moon,I Also Want to Die in New Orleans,15-Mar-19,7,"['caldo verde', 'rock', 'jazz', 'slowcore', 'avant-folk', 'experimental rock', 'spoken word', 'singer-songwriter', 'mark kozelek', '7/10']"
Dave,Psychodrama,18-Mar-19,5,"['neighbourhood', 'rap', 'hip hop', 'uk', 'conscious', '5/10']"
Matmos,Plastic Anniversary,19-Mar-19,8,"['thrill jockey', 'electronic', 'idm', 'glitch', 'electroacoustic', '8/10']"
Flume,Hi This Is Flume,23-Mar-19,8,"['mixtape', 'future classic', 'electronic', 'wonky', 'glitch hop', 'trap', 'deconstructed club', '8/10']"
Stella Donnelly,Beware of the Dogs,25-Mar-19,7,"['rock', 'indie', 'jangle pop', 'twee pop', 'secretly canadian', '7/10']"
Nav,Bad Habits,26-Mar-19,Not Good,"['xo', 'rap', 'hip hop', 'trap']"
American Football,American Football (LP3),27-Mar-19,7,"['self-titled', 'polyvinyl', 'rock', 'midwest', 'emo', 'dream pop', 'post-rock', '7/10']"
Logic,Supermarket,28-Mar-19,Not Good,"['soundtrack', 'visionary music group', 'pop', 'indie', 'pop rock', 'rap', 'alternative rock']"
Billie Eilish,"When We All Fall Asleep, Where Do We Go?",1-Apr-19,8,"['interscope', 'darkroom', 'pop', 'electropop', 'alternative r&b', '8/10']"
Billie Eilish,"When We All Fall Asleep, Where Do We Go?",1-Apr-19,8,"['interscope', 'darkroom', 'pop', 'electropop', 'alternative r&b', '8/10']"
The Comet Is Coming,Trust in the Lifeforce of the Deep Mystery,2-Apr-19,8,"['impulse', 'jazz', 'other', 'nu jazz', 'jazz fusion', '8/10']"
The Comet Is Coming,Trust in the Lifeforce of the Deep Mystery,2-Apr-19,8,"['impulse', 'jazz', 'other', 'nu jazz', 'jazz fusion', '8/10']"
La Dispute,Panorama,3-Apr-19,6,"['epitaph', 'rock', 'post-hardcore', 'emo', '6/10']"
Billy Woods & Kenny Segal,Hiding Places,5-Apr-19,8,"['hiding places', 'collab', 'collaboration', 'backwoodz studioz', 'rap', 'hip hop', 'abstract hip hop', '8/10']"
Ibibio Sound Machine,Doko Mien,9-Apr-19,7,"['merge', 'other', 'afrobeat', 'funk', 'electro', '7/10']"
Quelle Chris,Guns,10-Apr-19,8,"['mello music group', 'rap', 'hip hop', 'jazz rap', 'conscious hip hop', 'political', '8/10']"
Weyes Blood,Titanic Rising,11-Apr-19,9,"['sub pop', 'pop', 'baroque pop', 'art pop', 'dream pop', 'progressive pop', '9/10']"
Show Me the Body,Dog Whistle,12-Apr-19,7,"['loma vista', 'loud rock', 'new york', 'hardcore punk', 'noise rock', '7/10']"
PUP,Morbid Stuff,15-Apr-19,8,"['rise', 'rock', 'pop punk', 'power pop', 'post-hardcore', '8/10']"
BTS,Map of the Soul: Persona,16-Apr-19,5,"['persona', 'ep', 'big hit', 'pop', 'k-pop', 'pop rap', '5/10']"
The Chemical Brothers,No Geography,17-Apr-19,6,"['astralwerks', 'electronic', 'house', 'big beat', '6/10']"
Anderson .Paak,Ventura,18-Apr-19,7,"['aftermath', 'pop', 'neo-soul', 'funk', 'hip hop', 'west coast', 'r&b', '7/10']"
Aries,Welcome Home,20-Apr-19,6,"['wunderworld', 'rap', 'hip hop', 'trap', 'emo', 'alternative r&b', '6/10']"
Lizzo,Cuz I Love You,22-Apr-19,8,"['atlantic', 'rap', 'hip hop', 'pop', 'soul', 'r&b', '8/10']"
Dos Monos,Dos City,23-Apr-19,7,"['deathbomb arc', 'rap', 'hip hop', 'japanese', 'experimental hip hop', 'abstract hip hop', 'boom bap', '7/10']"
Cage the Elephant,Social Cues,24-Apr-19,5,"['rca', 'rock', 'post-punk revival', 'pop rock', '5/10']"
Cage the Elephant,Social Cues,24-Apr-19,5,"['rca', 'rock', 'post-punk revival', 'pop rock', '5/10']"
Your Old Droog,It Wasn't Even Close,26-Apr-19,7,"['gogul mogul', 'rap', 'hip hop', 'east coast', '7/10']"
Beyoncé,HOMECOMING: The Live Album,27-Apr-19,8,"['live', 'coachella', 'parkwood', 'pop', 'contemporary r&b', 'brass', 'pop rap', '8/10']"
Kevin Abstract,ARIZONA BABY,29-Apr-19,6,"['question everything', 'rap', 'hip hop', 'pop', 'alternative r&b', '6/10']"
Sunn O))),Life Metal,30-Apr-19,7,"['southern lord', 'loud rock', 'metal', 'drone', '7/10']"
ScHoolboy Q,CrasH Talk,1-May-19,5,"['tde', 'top dawg', 'rap', 'hip hop', 'west coast', 'trap', '5/10']"
Rico Nasty & Kenny Beats,Anger Management,2-May-19,6,"['anger management', 'sugar trap', 'self-released', 'rap', 'hip hop', 'trap', 'hardcore hip hop', '6/10']"
King Gizzard & The Lizard Wizard,Fishing for Fishies,13-May-19,7,"['flightless', 'rock', 'boogie', 'psych pop', 'psychedelic', '7/10']"
King Gizzard & The Lizard Wizard,Fishing for Fishies,13-May-19,7,"['flightless', 'rock', 'boogie', 'psych pop', 'psychedelic', '7/10']"
Gus Dapperton,Where Polly People Go to Read,14-May-19,4,"['awal', 'pop', 'hypnagogic pop', '4/10']"
Slauson Malone,"A Quiet Farwell, 2016–2018",16-May-19,8,"['self-released', 'grand closing', 'sound collage', 'experimental hip hop', 'abstract', 'glitch', 'other', '8/10']"
Logic,Confessions of a Dangerous Mind,17-May-19,1,"['visionary music group', 'rap', 'hip hop', 'pop rap', '1/10']"
Mac DeMarco,Here Comes the Cowboy,18-May-19,3,"[""mac's"", 'self-released', 'singer-songwriter', 'other', 'indie pop', 'soft rock', 'slowcore', '3/10']"
Vampire Weekend,Father of the Bride,20-May-19,6,"['sony', 'rock', 'indie', 'pop', '6/10']"
Big Thief,U.F.O.F.,21-May-19,5,"['u.f.o.f.', '4ad', 'other', 'indie', 'folk', 'dream pop', '5/10']"
"Tyler, the Creator",IGOR,22-May-19,9,"['columbia', 'rap', 'hip hop', 'neo-soul', 'alternative r&b', '9/10']"
Carly Rae Jepsen,Dedicated,23-May-19,7,"['interscope', 'pop', 'dance pop', 'synthpop', '7/10']"
Injury Reserve,Injury Reserve,24-May-19,7,"['loma vista', 'rap', 'hip hop', 'glitch hop', 'industrial hip hop', 'experimental hip hop', 'hardcore hip hop', '7/10']"
Young Nudy & Pi'erre Bourne,Sli'merre,27-May-19,4,"[""sli'merre"", 'self-released', 'rap', 'hip hop', 'trap', '4/10', 'collab']"
Megan Thee Stallion,Fever,28-May-19,7,"['300 entertainment', 'rap', 'hip hop', 'trap', 'dirty south', 'hardcore hip hop', '7/10']"
slowthai,Nothing Great About Britain,29-May-19,8,"['method', 'true panther', 'rap', 'hip hop', 'uk', 'grime', '8/10']"
Rammstein,Untitled,30-May-19,5,"['self-titled', 'universal', 'loud rock', 'neue deutsche harte', 'ndh', 'electro-industrial', 'industrial metal', '5/10']"
Flying Lotus,Flamagra,31-May-19,5,"['warp', 'nu jazz', 'electronic', 'wonky', 'glitch hop', 'neo-soul', '5/10']"
DJ Khaled,Father of Asahd,2-Jun-19,Not Good,"['we the best', 'rap', 'hip hop', 'pop rap']"
Steve Lacy,Apollo XXI,3-Jun-19,3,"['3qtr', 'pop', 'neo-soul', 'neo-psychedelia', '3/10']"
Full of Hell,Weeping Choir,4-Jun-19,6,"['loud rock', 'noise', 'metal', 'grindcore', 'deathgrind', 'sludge metal', '6/10']"
Full of Hell,Weeping Choir,4-Jun-19,6,"['loud rock', 'noise', 'metal', 'grindcore', 'deathgrind', 'sludge metal', '6/10']"
Denzel Curry,ZUU,6-Jun-19,8,"['loma vista', 'rap', 'hip hop', 'southern hip hop', 'trap', '8/10']"
The National,I Am Easy to Find,7-Jun-19,4,"['4ad', 'rock', 'indie', 'chamber pop', 'post-punk revival', '4/10']"
The National,I Am Easy to Find,7-Jun-19,4,"['4ad', 'rock', 'indie', 'chamber pop', 'post-punk revival', '4/10']"
100 gecs,1000 gecs,10-Jun-19,7,"['dog show', 'other', 'electropop', 'deconstructed club', 'glitch', 'nightcore', 'experimental pop', 'bubblegum bass', 'emo rap', 'trap', '7/10']"
Miley Cyrus,She Is Coming,11-Jun-19,1,"['ep', 'rca', 'pop', 'electropop', 'trap', 'rap', '1/10']"
The Mountain Goats,In League with Dragons,12-Jun-19,4,"['merge', 'other', 'singer-songwriter', 'indie', 'folk', 'chamber pop', '4/10']"
Jai Paul,Leak 04-13 (Bait Ones),13-Jun-19,6,"['bait ones', 'xl', 'pop', 'alternative r&b', 'indietronica', 'art pop', '6/10']"
Otoboke Beaver,Itekoma Hits,17-Jun-19,9,"['damnably', 'loud rock', 'noise rock', 'hardcore', 'punk', 'japan', 'riot grrrl', '9/10']"
Holly Herndon,PROTO,19-Jun-19,5,"['4ad', 'other', 'choral', 'art pop', 'glitch', 'generative', '5/10']"
Baroness,Gold & Grey,20-Jun-19,5,"['abraxan hymns', 'loud rock', 'metal', 'alternative rock', 'stoner metal', 'sludge', 'heavy psych', '5/10']"
Waste of Space Orchestra,Syntheosis,21-Jun-19,6,"['loud rock', 'metal', 'svart', 'post-metal', 'psychedelic', 'space rock', 'doom', '6/10']"
