Artists,Album,Date,Year,Score,Tags,Genres
swain,Negative Space,14-Aug-19,2019,7,"['end hits', 'rock', 'alternative rock', 'grunge', '7/10']",rock
slipknot,We Are Not Your Kind,15-Aug-19,2019,6,"['roadrunner', 'nu metal', 'alternative metal', 'industrial metal', '6/10']",metal
drake,Care Package,16-Aug-19,2019,3,"['ovo', 'rap', 'hip hop', 'pop rap', 'contemporary r&b', '3/10', 'compilation']","hip hop,pop,r&b"
the flaming lips,King's Mouth,17-Aug-19,2019,6,"['warner bros', 'neo-psychedelia', 'pop', 'psychedelic', 'progressive pop', '6/10']","pop,psychedelic"
trippie redd,!,19-Aug-19,2019,-1,"['exclamation mark', 'tenthousand projects', 'rap', 'hip hop', 'emo', 'trap', 'pop rap']","hip hop,pop"
king gizzard & the lizard wizard,Infest the Rats' Nest,20-Aug-19,2019,8,"['flightless', 'rock', 'metal', 'loud rock', 'thrash', 'psychedelic', 'heavy psych', '8/10']","rock,metal,psychedelic"
young thug,So Much Fun,21-Aug-19,2019,7,"['300 entertainment', 'rap', 'hip hop', 'trap', 'pop rap', '7/10']","hip hop,pop"
oh sees,Face Stabber,22-Aug-19,2019,6,"['castle face', 'rock', 'psych rock', 'psychedelic', 'prog', 'krautrock', 'jam', '6/10']","rock,psychedelic"
sleater-kinney,The Center Won't Hold,25-Aug-19,2019,5,"['mom + pop', 'rock', 'indie', '5/10']","pop,rock"
brockhampton,GINGER,26-Aug-19,2019,8,"['rca', 'question everything', 'rap', 'hip hop', 'pop', 'alternative hip hop', 'alternative r&b', '8/10']","hip hop,pop,r&b"
taylor swift,Lover,27-Aug-19,2019,6,"['republic', 'pop', 'electropop', '6/10']",pop
knocked loose,A Different Shade of Blue,29-Aug-19,2019,6,"['pure noise', 'loud rock', 'metal', 'metalcore', 'deathcore', 'beatdown hardcore', 'death metal', '6/10']","rock,metal"
rapsody,Eve,31-Aug-19,2019,7,"['jamla', 'rap', 'hip hop', 'conscious', '7/10']",hip hop
93punx,93PUNX,1-Sep-19,2019,1,"['roc nation', 'rock', 'rap', 'pop punk', 'emo', 'trap', '1/10', 'hip hop']","hip hop,pop,rock,punk"
tool,Fear Inoculum,3-Sep-19,2019,4,"['rca', 'loud rock', 'metal', 'prog', 'alternative metal', 'progressive metal', '4/10']","rock,metal"
blanck mass,Animated Violence Mild,4-Sep-19,2019,7,"['sacred bones', 'electronic', 'electro-industrial', 'trance', 'power noise', '7/10']",electronic
lana del rey,Norman Fucking Rockwell!,5-Sep-19,2019,8,"['nfr', 'interscope', 'pop', 'dream pop', 'soft rock', 'chamber pop', 'singer-songwriter', '8/10']","pop,rock,singer-songwriter"
tropical fuck storm,Braindrops,6-Sep-19,2019,8,"['joyful noise', 'rock', 'art punk', 'post-punk', '8/10']","rock,punk"
post malone,Hollywood's Bleeding,10-Sep-19,2019,5,"['republic', 'rap', 'hip hop', 'pop rap', 'trap', 'emo', 'alternative r&b', '5/10']","hip hop,pop,r&b"
earthgang,Mirrorland,13-Sep-19,2019,6,"['dreamville', 'rap', 'hip hop', 'trap', 'pop rap', 'atlanta', 'neo-soul', '6/10']","hip hop,pop,soul"
idk,Is He Real?,14-Sep-19,2019,6,"['warner', 'rap', 'hip hop', 'conscious', 'pop rap', 'trap', '6/10']","hip hop,pop"
alex cameron,Miami Memory,16-Sep-19,2019,8,"['secretly canadian', 'rock', 'pop rock', 'synthpop', 'heartland', '8/10']","pop,rock"
jpegmafia,All My Heroes Are Cornballs,17-Sep-19,2019,8,"['eqt', 'rap', 'hip hop', 'glitch', 'industrial', 'experimental hip hop', 'alternative r&b', '8/10']","hip hop,r&b,experimental"
charli xcx,Charli,18-Sep-19,2019,9,"['asylum', 'pop', 'electropop', 'futurepop', 'bubblegum bass', '9/10']",pop
the highwomen,The Highwomen,19-Sep-19,2019,8,"['elektra', 'country', 'pop', 'collaboration', 'supergroup', 'brandi carlile', 'natalie hemby', 'maren morris', 'amanda shires', '8/10']","pop,country"
(sandy) alex g,House of Sugar,20-Sep-19,2019,5,"['domino', 'other', 'singer-songwriter', 'psych folk', 'indietronica', 'alt-country', '5/10']","singer-songwriter,folk,country"
ameer vann,Emmanuel,23-Sep-19,2019,4,"['ep', 'winston wolf', 'rap', 'hip hop', 'trap', 'hardcore hip hop', '4/10']",hip hop
chelsea wolfe,Birth of Violence,24-Sep-19,2019,5,"['sargent house', 'other', 'singer-songwriter', 'gothic country', 'dark folk', '5/10']","house,singer-songwriter,folk,country"
doug walker,Nostalgia Critic's The Wall,25-Sep-19,2019,-1,"['nostalgia critic', 'the wall', 'self-released', 'rock opera', 'parody']",rock
"iglooghost<,>kai whiston<,>babii",XYZ,26-Sep-19,2019,7,"['babii', 'xyz', 'gloo', 'collab', 'collaboration', 'electronic', 'wonky', 'bubblegum bass', 'glitch hop', '7/10']",electronic
vivian girls,Memory,27-Sep-19,2019,6,"['polyvinyl', 'rock', 'indie', 'noise pop', 'garage punk', '6/10']","pop,rock,punk"
blink-182,Nine,28-Sep-19,2019,2,"['columbia', 'rock', 'pop punk', 'electropop', 'pop rock', '2/10']","pop,rock,punk"
brittany howard,Jaime,1-Oct-19,2019,7,"['ato', 'rock', 'singer-songwriter', 'blues', 'psychedelic soul', '7/10']","soul,rock,psychedelic,singer-songwriter"
hobo johnson,The Fall of Hobo Johnson,2-Oct-19,2019,8,"['reprise', 'rap', 'hip hop', 'emo', 'alternative rock', 'spoken word', '8/10']","hip hop,rock"
dababy,Kirk,3-Oct-19,2019,5,"['interscope', 'rap', 'hip hop', 'trap', '5/10']",hip hop
weatherday,Come in,5-Oct-19,2019,7,"['self-released', 'lo-fi', 'indie', 'rock', 'noise pop', 'singer-songwriter', 'emo', '7/10']","pop,rock,singer-songwriter"
danny brown,uknowhatimsayin¿,8-Oct-19,2019,8,"['warp', 'rap', 'hip hop', 'alternative hip hop', 'hardcore hip hop', 'jazz rap', 'boom bap', '8/10']","hip hop,jazz"
billy woods,Terror Management,9-Oct-19,2019,6,"['backwoodz studioz', 'rap', 'hip hop', 'east coast', 'abstract hip hop', 'conscious', '6/10']",hip hop
sturgill simpson,Sound & Fury,14-Oct-19,2019,5,"['elektra', 'rock', 'alt-country', 'hard rock', 'southern rock', '5/10']","rock,country"
angel olsen,All Mirrors,15-Oct-19,2019,6,"['jagjaguwar', 'pop', 'chamber pop', 'dream pop', '6/10']",pop
nick cave and the bad seeds,Ghosteen,16-Oct-19,2019,7,"['ghosteen', 'other', 'ambient', 'singer-songwriter', 'spoken word', '7/10']","ambient,singer-songwriter"
richard dawson,2020,17-Oct-19,2019,9,"['weird world', 'other', 'art rock', 'singer-songwriter', 'avant-folk', '9/10']","rock,singer-songwriter,folk"
big thief,Two Hands,18-Oct-19,2019,7,"['4ad', 'rock', 'indie', 'folk', '7/10']","rock,folk"
ana frango eletrico,Little Electric Chicken Heart,21-Oct-19,2019,8,"['brazil', 'selo risco', 'rock', 'chamber pop', 'indie', 'samba', 'jazz', '8/10']","pop,jazz,rock"
lightning bolt,Sonic Citadel,22-Oct-19,2019,8,"['rock', 'noise rock', 'thrill jockey', '8/10']",rock
battles,Juice B Crypts,23-Oct-19,2019,5,"['warp', 'rock', 'math rock', 'indietronica', 'neo-psychedelia', '5/10']",rock
caroline polachek,Pang,24-Oct-19,2019,8,"['columbia', 'pop', 'art pop', 'electropop', 'alternative r&b', 'pc music', '8/10']","pop,r&b"
clipping.,There Existed an Addiction to Blood,26-Oct-19,2019,8,"['sub pop', 'rap', 'hip hop', 'industrial hip hop', 'experimental hip hop', 'noise', 'field recordings', 'horrorcore', '8/10']","hip hop,pop,experimental"
kanye west,Jesus Is King,28-Oct-19,2019,4,"['good music', 'def jam', 'rap', 'hip hop', 'gospel', 'pop rap', 'trap', 'alternative r&b', '4/10']","hip hop,pop,r&b"
swans,leaving meaning.,30-Oct-19,2019,7,"['young god', 'rock', 'avant-folk', 'neofolk', 'post-rock', 'drone', 'gothic country', '7/10']","rock,folk,country"
rex orange county,Pony,31-Oct-19,2019,5,"['sony', 'pop', 'indie pop', 'neo-soul', '5/10']","pop,soul"
earl sweatshirt,Feet of Clay,4-Nov-19,2019,5,"['ep', 'tan cressida', 'rap', 'hip hop', 'abstract hip hop', '5/10']",hip hop
sunn o))),Pyroclasts,5-Nov-19,2019,8,"['southern lord', 'loud rock', 'drone metal', '8/10']","rock,metal"
highly suspect,MCID,6-Nov-19,2019,-1,"['300 entertainment', 'alternative rock', 'electropop', 'rap', 'rock', 'hip hop']","hip hop,pop,rock"
anamanaguchi,[USA],7-Nov-19,2019,8,"['polyvinyl', 'electronic', 'chiptune', 'bitpop', '8/10']","pop,electronic"
gang starr,One of the Best Yet,8-Nov-19,2019,7,"['rap', 'hip hop', 'east coast', 'boom bap', '7/10']",hip hop
westside gunn,Hitler Wears Hermes 7,11-Nov-19,2019,5,"['hwh7', 'mixtape', 'griselda', 'rap', 'hip hop', 'east coast', 'hardcore hip hop', '5/10']",hip hop
fka twigs,Magdalene,12-Nov-19,2019,7,"['young turks', 'pop', 'art pop', 'alternative r&b', '7/10']","pop,r&b"
michael kiwanuka,Kiwanuka,13-Nov-19,2019,7,"['self-titled', 'interscope', 'pop', 'psychedelic soul', 'soul', '7/10']","pop,soul,psychedelic"
matana roberts,COIN COIN Chapter Four: Memphis,14-Nov-19,2019,9,"['chapter four', 'memphis', 'constellation', 'other', 'jazz', 'avant-garde jazz', 'spoken word', 'poetry', '9/10']",jazz
doja cat,Hot Pink,15-Nov-19,2019,4,"['kemosabe', 'rap', 'hip hop', 'pop rap', 'trap', '4/10']","hip hop,pop"
lil peep,Everybody's Everything,18-Nov-19,2019,5,"['columbia', 'rap', 'hip hop', 'trap', 'cloud rap', 'emo', 'compilation', '5/10']",hip hop
mount eerie with julie doiron,Lost Wisdom pt. 2,19-Nov-19,2019,6,"['lost wisdom pt 2', 'p.w. elverum & sun', 'other', 'folk', 'indie', 'singer-songwriter', '6/10']","singer-songwriter,folk"
liturgy,H.A.Q.Q.,20-Nov-19,2019,9,"['ylylcyn', 'loud rock', 'metal', 'black metal', 'modern classical', 'avant-garde', 'glitch', '9/10']","rock,metal"
madeon,Good Faith,22-Nov-19,2019,6,"['columbia', 'electronic', 'house', 'electropop', '6/10']","pop,electronic,house"
have a nice life,Sea of Worry,25-Nov-19,2019,3,"['enemies list', 'rock', 'post-punk', 'goth', '3/10']","rock,punk"
coldplay,Everyday Life,26-Nov-19,2019,5,"['parlophone', 'rock', 'pop rock', 'art rock', '5/10']","pop,rock"
trippie redd,A Love Letter to You 4,29-Nov-19,2019,4,"['tenthousand projects', 'rap', 'hip hop', 'emo', 'trap', 'pop rap', 'alternative r&b', '4/10']","hip hop,pop,r&b"
yazz ahmed,Polyhymnia,2-Dec-19,2019,8,"['ropeadope', 'jazz', 'other', 'jazz fusion', 'arabic', '8/10']",jazz
tnght,II,3-Dec-19,2019,7,"['ep', 'warp', 'lunice', 'hudson mohawke', 'electronic', 'trap', 'wonky', 'deconstructed club', 'glitch hop', '7/10', 'hip hop']","hip hop,electronic"
beck,Hyperspace,4-Dec-19,2019,4,"['fonograf', 'pop', 'synthpop', 'neo-psychedelia', '4/10']",pop
lim kim,Generasian,5-Dec-19,2019,7,"['ep', 'lim company', 'other', 'industrial hip hop', 'korean folk', 'art pop', 'deconstructed club', '7/10']","hip hop,pop,folk"
hannah diamond,Reflections,6-Dec-19,2019,6,"['pc music', 'pop', 'electropop', 'bubblegum bass', '6/10']",pop
griselda,WWCD,9-Dec-19,2019,7,"['shady records', 'rap', 'hip hop', 'east coast', 'gangsta rap', '7/10']",hip hop
xxxtentacion,Bad Vibes Forever,10-Dec-19,2019,-1,"['rap', 'hip hop', 'emo', 'indie folk', 'trap']","hip hop,folk"
cattle decapitation,Death Atlas,11-Dec-19,2019,6,"['metal blade', 'loud rock', 'metal', 'deathgrind', 'technical death metal', '6/10']","rock,metal"
uncommon nasa & kount fif,City as School,12-Dec-19,2019,5,"['city as school', 'collaboration', 'man bites dog', 'rap', 'hip hop', 'east coast', '5/10']",hip hop
ecco2k,E,13-Dec-19,2019,7,"['e', 'debut', 'year0001', 'pop', 'alternative r&b', 'cloud rap', 'ambient pop', '7/10', 'hip hop']","hip hop,pop,r&b,ambient"
glass beach,the first glass beach album,14-Dec-19,2019,7,"['rock', 'indie', 'emo', 'power pop', '7/10']","pop,rock"
harry styles,Fine Line,15-Dec-19,2019,5,"['columbia', 'pop', 'pop rock', 'soul', '5/10']","pop,soul,rock"
kanye west,My Beautiful Dark Twisted Fantasy,9-Jan-20,2020,6,"['mbdtf', 'def jam', 'rap', 'hip hop', 'art pop', 'redux', 're-', '6/10']","hip hop,pop"
eminem,Music to Be Murdered By,20-Jan-20,2020,5,"['shady', 'rap', 'hip hop', 'horrorcore', 'trap', '5/10']",hip hop
mac miller,Circles,21-Jan-20,2020,8,"['warner bros', 'pop', 'neo-soul', 'pop rap', 'singer-songwriter', '8/10', 'hip hop']","hip hop,pop,soul,singer-songwriter"
jackboys,JACKBOYS,22-Jan-20,2020,5,"['cactus jack', 'epic', 'rap', 'hip hop', 'trap', 'travis scott', 'don toliver', 'sheck wes', '5/10']",hip hop
stormzy,Heavy Is the Head,23-Jan-20,2020,8,"['#merky', 'rap', 'hip hop', 'uk', 'grime', '8/10']",hip hop
poppy,I Disagree,24-Jan-20,2020,8,"['sumerian', 'loud rock', 'alternative metal', 'electro-industrial', 'dream pop', '8/10']","pop,rock,metal"
city morgue,Vol. 2: As Good as Dead,28-Jan-20,2020,7,"['zillakami', 'republic', 'rap', 'hip hop', 'trap', 'metal', 'horrorcore', 'emo rap', '7/10']","hip hop,metal"
roddy ricch,Please Excuse Me for Being Antisocial,29-Jan-20,2020,7,"['atlantic', 'rap', 'hip hop', 'trap', '7/10']",hip hop
070 shake,Modus Vivendi,30-Jan-20,2020,5,"['good music', 'pop', 'art pop', 'alternative r&b', 'trap', '5/10', 'hip hop']","hip hop,pop,r&b"
algiers,There Is No Year,3-Feb-20,2020,5,"['matador', 'rock', 'post-punk', 'soul', '5/10']","soul,rock,punk"
kesha,High Road,4-Feb-20,2020,7,"['kemosabe', 'pop', '7/10']",pop
lil wayne,Funeral,5-Feb-20,2020,4,"['young money', 'rap', 'hip hop', 'trap', '4/10']",hip hop
dan deacon,Mystic Familiar,6-Feb-20,2020,8,"['domino', 'electronic', 'progressive pop', 'neo-psychedelia', 'indietronica', 'post-minimalism', '8/10']","pop,electronic"
squarepusher,Be Up a Hello,7-Feb-20,2020,7,"['warp', 'electronic', ""drill 'n' bass"", 'drum and bass', 'glitch', 'idm', 'ambient', '7/10']","electronic,ambient"
green day,Father of All Motherfuckers,10-Feb-20,2020,0,"['reprise', 'rock', 'pop rock', '0/10']","pop,rock"
"denzel curry<,>kenny beats",Unlocked,11-Feb-20,2020,8,"['unlocked', 'loma vista', 'collab', 'collaboration', 'rap', 'hip hop', 'hardcore hip hop', 'boom bap', 'wonky', '8/10']",hip hop
against all logic,2017-2019,12-Feb-20,2020,8,"['electronic', 'techno', 'house', 'idm', 'deconstructed club', '-', '8/10']","electronic,house,techno"
frances quinlan,Likewise,13-Feb-20,2020,6,"['saddle creek', 'singer-songwriter', 'indie pop', 'other', '6/10']","pop,singer-songwriter"
hmltd,West of Eden,14-Feb-20,2020,8,"['lucky number', 'rock', 'post-punk', 'art pop', 'glam', '8/10']","pop,rock,punk"
justin bieber,Changes,17-Feb-20,2020,-1,"['def jam', 'contemporary r&b', 'trap', 'pop', 'hip hop']","hip hop,pop,r&b"
tame impala,The Slow Rush,18-Feb-20,2020,6,"['modular', 'kevin parker', 'pop', 'neo-psychedelia', 'synthpop', 'nu-disco', '6/10']",pop
makaya mccraven,We're New Again,19-Feb-20,2020,6,"['xl', 'gil scott-heron', 'other', 'jazz', 'nu jazz', 'spoken word', 'poetry', '6/10']",jazz
eden,No Future,21-Feb-20,2020,4,"['astralwerks', 'pop', 'alternative r&b', 'indietronica', '4/10']","pop,r&b"
king krule,Man Alive!,24-Feb-20,2020,8,"['matador', 'rock', 'art rock', 'post-punk', 'neo-psychedelia', '8/10']","rock,punk"
bts,Map of the Soul: 7,25-Feb-20,2020,5,"['7', 'big hit', 'pop', 'k-pop', 'rap', 'trap', '5/10', 'hip hop']","hip hop,pop"
"royce da 5'9""",The Allegory,26-Feb-20,2020,6,"['the allegory', 'eone', 'rap', 'hip hop', 'conscious', 'political', '6/10']",hip hop
grimes,Miss Anthropocene,27-Feb-20,2020,4,"['4ad', 'pop', 'synthpop', 'ethereal wave', 'electronica', '4/10']","pop,electronic"
lil baby,My Turn,3-Mar-20,2020,-1,"['quality control music', 'rap', 'hip hop', 'trap']",hip hop
caribou,Suddenly,4-Mar-20,2020,7,"['merge', 'electronic', 'indietronica', 'deep house', 'alternative r&b', 'indie pop', '7/10']","pop,r&b,electronic,house"
bad bunny,YHLQMDLG,5-Mar-20,2020,7,"['rimas', 'rap', 'hip hop', 'trap', 'latin', 'reggaeton', '7/10']",hip hop
gupi,None,7-Mar-20,2020,7,"['dog show', 'electronic', 'bubblegum bass', '7/10']",electronic
lil uzi vert,Eternal Atake,9-Mar-20,2020,4,"['atlantic', 'rap', 'hip hop', 'trap', '4/10']",hip hop
u.s. girls,Heavy Light,10-Mar-20,2020,5,"['4ad', 'pop', 'indie', '5/10']",pop
loathe,I Let It in and It Took Everything,11-Mar-20,2020,6,"['sharptone', 'metal', 'loud rock', 'metalcore', 'alternative metal', '6/10']","rock,metal"
princess nokia,Everything Is Beautiful & Everything Sucks,12-Mar-20,2020,7,"['everything sucks', 'self-released', 'rap', 'hip hop', 'trap', 'neo-soul', 'alternative r&b', 'hardcore hip hop', '7/10']","hip hop,r&b,soul"
megan thee stallion,Suga,13-Mar-20,2020,5,"['ep', '300 entertainment', 'rap', 'hip hop', 'trap', '5/10']",hip hop
lil uzi vert,LUV vs. the World 2,16-Mar-20,2020,5,"['atlantic', 'rap', 'hip hop', 'trap', '5/10']",hip hop
code orange,Underneath,17-Mar-20,2020,8,"['roadrunner', 'loud rock', 'metal', 'metalcore', 'industrial', '8/10']","rock,metal"
jay electronica,A Written Testimony,18-Mar-20,2020,5,"['roc nation', 'rap', 'hip hop', '5/10']",hip hop
machine girl,U-Void Synthesizer,19-Mar-20,2020,5,"['self-released', 'electronic', 'digital hardcore', 'cybergrind', 'electro-industrial', '5/10']",electronic
r.a.p. ferreira,Purple Moonlight Pages,21-Mar-20,2020,8,"['ruby yacht', 'rap', 'hip hop', 'abstract', 'jazz rap', '8/10']","hip hop,jazz"
the weeknd,After Hours,23-Mar-20,2020,7,"['xo', 'pop', 'alternative r&b', 'synthpop', '7/10']","pop,r&b"
childish gambino,3.15.20,25-Mar-20,2020,4,"['donald glover', 'mcdj', 'pop', 'neo-soul', 'rap', '4/10', 'hip hop']","hip hop,pop,soul"
the garden,Kiss My Super Bowl Ring,26-Mar-20,2020,6,"['epitaph', 'rock', 'synth punk', 'experimental rock', '6/10']","rock,punk,experimental"
horse lords,The Common Task,27-Mar-20,2020,8,"['northern spy', 'rock', 'math rock', 'post-minimalism', '8/10']",rock
"sufjan stevens<,>lowell brams",Aporia,31-Mar-20,2020,3,"['aporia', 'collab', 'collaboration', 'asthmatic kitty', 'electronic', 'ambient', 'new age', '3/10']","electronic,ambient"
don toliver,Heaven or Hell,31-Mar-20,2020,5,"['cactus jack', 'rap', 'hip hop', 'trap', '5/10']",hip hop
dua lipa,Future Nostalgia,1-Apr-20,2020,7,"['warner', 'pop', 'dance pop', 'synthpop', 'nu-disco', '7/10']","pop,dance"
nicolas jaar,Cenizas,2-Apr-20,2020,8,"['other people', 'electronic', 'ambient', 'electroacoustic', 'art pop', '8/10']","pop,electronic,ambient"
joyner lucas,ADHD,3-Apr-20,2020,-1,"['rap', 'hip hop', 'lyrical miracle']",hip hop
thundercat,It Is What It Is,6-Apr-20,2020,6,"['brainfeeder', 'pop', 'neo-soul', 'funk', '6/10']","pop,soul,funk"
waxahatchee,Saint Cloud,8-Apr-20,2020,4,"['merge', 'other', 'indie', 'singer-songwriter', 'country', '4/10']","singer-songwriter,country"
yves tumor,Heaven to a Tortured Mind,9-Apr-20,2020,7,"['warp', 'rock', 'glam', 'hypnagogic pop', 'psychedelic soul', '7/10']","pop,soul,rock,psychedelic"
four tet,Sixteen Oceans,10-Apr-20,2020,4,"['text', 'electronic', 'microhouse', 'ambient', '4/10']","electronic,house,ambient"
sam hunt,Southside,11-Apr-20,2020,1,"['mca', 'nashville', 'country', 'other', 'bro-country', '1/10']",country
bladee,EXETER,13-Apr-20,2020,5,"['mixtape', 'drain gang', 'year0001', 'rap', 'hip hop', 'experimental hip hop', 'art pop', '5/10']","hip hop,pop,experimental"
the strokes,The New Abnormal,14-Apr-20,2020,8,"['rca', 'cult', 'rock', 'new wave', 'post-punk revival', 'indie', 'synthpop', '8/10']","pop,rock,punk"
igorrr,Spirituality and Distortion,16-Apr-20,2020,5,"['metal blade', 'france', 'loud rock', 'metal', 'avant-garde', 'baroque', 'breakcore', '5/10']","rock,metal"
laura marling,Song for Our Daughter,17-Apr-20,2020,9,"['chrysalis', 'other', 'singer-songwriter', 'folk', 'chamber folk', '9/10']","singer-songwriter,folk"
dababy,Blame It on Baby,18-Apr-20,2020,4,"['interscope', 'rap', 'hip hop', 'trap', '4/10']",hip hop
rina sawayama,Sawayama,20-Apr-20,2020,8,"['debut', 'dirty hit', 'pop', 'r&b', 'electropop', 'dance pop', '8/10']","pop,r&b,dance"
fiona apple,Fetch the Bolt Cutters,22-Apr-20,2020,7,"['epic', 'art pop', 'singer-songwriter', 'other', '7/10']","pop,singer-songwriter"
westside gunn,Pray for Paris,23-Apr-20,2020,6,"['griselda', 'rap', 'hip hop', 'east coast', 'gangsta', 'hardcore hip hop', '6/10']",hip hop
black curse,Endless Wound,24-Apr-20,2020,6,"['metal', 'loud rock', 'sepulchral voice', 'black metal', 'death metal', '6/10']","rock,metal"
kali uchis,To Feel Alive,26-Apr-20,2020,5,"['ep', 'interscope', 'pop', 'r&b', 'neo-soul', '5/10']","pop,r&b,soul"
danzig,Sings Elvis,27-Apr-20,2020,-1,"['covers', 'cover', 'cleopatra', 'rock', 'rockabilly']",rock
lido pimienta,Miss Colombia,28-Apr-20,2020,8,"['anti', 'pop', 'art pop', 'digital cumbia', '8/10']",pop
quelle chris & chris keys,Innocent Country 2,30-Apr-20,2020,8,"['collab', 'collaboration', 'mello music group', 'rap', 'hip hop', 'conscious', 'jazz rap', 'abstract hip hop', '8/10']","hip hop,jazz"
black dresses,Peaceful as Hell,1-May-20,2020,9,"['pop', 'noise pop', 'indie', 'electro-industrial', '9/10']",pop
dance gavin dance,Afterburner,3-May-20,2020,4,"['rise', 'loud rock', 'post-hardcore', 'math rock', '4/10']",rock
drake,Dark Lane Demo Tapes,4-May-20,2020,3,"['mixtape', 'ovo', 'rap', 'hip hop', 'r&b', 'trap', 'pop rap', '3/10']","hip hop,pop,r&b"
elder,Omens,5-May-20,2020,5,"['armageddon', 'rock', 'progressive', 'prog', 'heavy psych', 'psychedelic', '5/10']","rock,psychedelic"
car seat headrest,Making a Door Less Open,6-May-20,2020,5,"['matador', 'rock', 'indie', 'synthpop', 'indietronica', '5/10']","pop,rock"
umbra vitae,Shadow of Life,7-May-20,2020,5,"['supergroup', 'deathwish', 'loud rock', 'metal', 'deathcore', 'metalcore', 'death metal', '5/10']","rock,metal"
dope body,Home Body,9-May-20,2020,8,"['drag city', 'rock', 'noise rock', 'neo-psychedelia', 'punk', '8/10']","rock,punk"
nav,Good Intentions / Brown Boy 2,12-May-20,2020,-1,"['brown boy 2', 'xo', 'rap', 'hip hop', 'trap', 'pop rap']","hip hop,pop"
ka,Descendants of Cain,14-May-20,2020,7,"['iron works', 'rap', 'hip hop', 'abstract hip hop', 'gangsta rap', 'east coast', '7/10']",hip hop
natalia lafourcade,Un canto por Mexico Vol. 1,15-May-20,2020,8,"['sony', 'other', 'folk', '8/10']",folk
